state,name_state,mun,name_mun,population,index_raw,grade,index_norm,index_rank
01,Aguascalientes,01001,Aguascalientes,948990,60.31879504,1 Very low,0.944508383,2435
01,Aguascalientes,01002,Asientos,51536,56.54607102,1 Very low,0.885432776,1816
01,Aguascalientes,01003,Calvillo,58250,57.05825094,1 Very low,0.8934528,1932
01,Aguascalientes,01004,Cosío,17000,57.1140301,1 Very low,0.894326224,1948
01,Aguascalientes,01005,Jesús María,129929,59.0117617,1 Very low,0.92404206,2323
01,Aguascalientes,01006,Pabellón de Arteaga,47646,58.62476783,1 Very low,0.917982275,2265
01,Aguascalientes,01007,Rincón de Romos,57369,57.64667135,1 Very low,0.902666645,2076
01,Aguascalientes,01008,San José de Gracia,9552,57.52753056,1 Very low,0.900801066,2048
01,Aguascalientes,01009,Tepezalá,22485,56.60431438,1 Very low,0.886344786,1833
01,Aguascalientes,01010,El Llano,20853,56.55579422,1 Very low,0.885585027,1819
01,Aguascalientes,01011,San Francisco de los Romo,61997,58.55209783,1 Very low,0.916844364,2252
02,Baja California,02001,Ensenada,443807,58.08223757,1 Very low,0.909487006,2171
02,Baja California,02002,Mexicali,1049792,59.38498909,1 Very low,0.929886282,2356
02,Baja California,02003,Tecate,108440,58.39007744,1 Very low,0.91430735,2229
02,Baja California,02004,Tijuana,1922523,59.14028682,1 Very low,0.926054585,2336
02,Baja California,02005,Playas de Rosarito,126890,58.29141747,1 Very low,0.912762472,2208
02,Baja California,02006,San Quintín,117568,53.39904001,3 Medium,0.83615465,982
03,Baja California Sur,03001,Comondú,73021,58.26382283,1 Very low,0.912330378,2199
03,Baja California Sur,03002,Mulegé,64022,57.49256731,1 Very low,0.90025359,2040
03,Baja California Sur,03003,La Paz,292241,59.8532531,1 Very low,0.937218644,2402
03,Baja California Sur,03008,Los Cabos,351111,58.73572701,1 Very low,0.919719741,2285
03,Baja California Sur,03009,Loreto,18052,58.8193123,1 Very low,0.92102857,2302
04,Campeche,04001,Calkiní,59232,55.38128192,2 Low,0.867193799,1488
04,Campeche,04002,Campeche,294077,58.64070104,1 Very low,0.918231766,2270
04,Campeche,04003,Carmen,248845,58.09508328,1 Very low,0.909688152,2176
04,Campeche,04004,Champotón,78170,54.83259891,2 Low,0.858602187,1341
04,Campeche,04005,Hecelchakán,31917,55.68600466,2 Low,0.871965333,1572
04,Campeche,04006,Hopelchén,42140,53.60265142,3 Medium,0.839342921,1033
04,Campeche,04007,Palizada,8683,52.76030203,3 Medium,0.826152902,816
04,Campeche,04008,Tenabo,11452,55.18200785,2 Low,0.864073445,1439
04,Campeche,04009,Escárcega,59923,54.89029564,2 Low,0.859505638,1360
04,Campeche,04010,Calakmul,31714,50.70937161,4 High,0.794038186,437
04,Campeche,04011,Candelaria,46913,50.51393634,4 High,0.790977942,402
04,Campeche,04012,Seybaplaya,15297,55.87833198,2 Low,0.874976911,1625
05,Coahuila de Zaragoza,05001,Abasolo,1022,57.82014772,1 Very low,0.905383044,2123
05,Coahuila de Zaragoza,05002,Acuña,163058,58.48171229,1 Very low,0.915742224,2239
05,Coahuila de Zaragoza,05003,Allende,23056,59.793829,1 Very low,0.936288145,2400
05,Coahuila de Zaragoza,05004,Arteaga,29578,58.04498696,1 Very low,0.908903713,2168
05,Coahuila de Zaragoza,05005,Candela,1643,55.91949173,2 Low,0.875621416,1634
05,Coahuila de Zaragoza,05006,Castaños,29128,59.31062396,1 Very low,0.928721827,2353
05,Coahuila de Zaragoza,05007,Cuatro Ciénegas,12715,57.22051435,1 Very low,0.895993619,1971
05,Coahuila de Zaragoza,05008,Escobedo,3047,56.44349392,2 Low,0.883826561,1782
05,Coahuila de Zaragoza,05009,Francisco I. Madero,59035,57.82467348,1 Very low,0.905453911,2125
05,Coahuila de Zaragoza,05010,Frontera,82409,60.08427096,1 Very low,0.940836062,2422
05,Coahuila de Zaragoza,05011,General Cepeda,11898,57.12100159,1 Very low,0.894435388,1951
05,Coahuila de Zaragoza,05012,Guerrero,1643,55.6679088,2 Low,0.871681977,1565
05,Coahuila de Zaragoza,05013,Hidalgo,1735,56.07160908,2 Low,0.878003362,1673
05,Coahuila de Zaragoza,05014,Jiménez,9502,55.40321239,2 Low,0.8675372,1497
05,Coahuila de Zaragoza,05015,Juárez,1584,56.67700261,1 Very low,0.887482982,1848
05,Coahuila de Zaragoza,05016,Lamadrid,1764,57.32618556,1 Very low,0.897648284,1994
05,Coahuila de Zaragoza,05017,Matamoros,118337,58.18040041,1 Very low,0.911024099,2186
05,Coahuila de Zaragoza,05018,Monclova,237951,60.47683006,1 Very low,0.946982992,2444
05,Coahuila de Zaragoza,05019,Morelos,7928,59.4673507,1 Very low,0.93117595,2364
05,Coahuila de Zaragoza,05020,Múzquiz,71627,58.90496136,1 Very low,0.922369715,2311
05,Coahuila de Zaragoza,05021,Nadadores,6539,57.75279376,1 Very low,0.904328374,2109
05,Coahuila de Zaragoza,05022,Nava,33129,58.95548212,1 Very low,0.9231608,2315
05,Coahuila de Zaragoza,05023,Ocampo,9642,55.12789598,2 Low,0.863226128,1435
05,Coahuila de Zaragoza,05024,Parras,44472,57.94772979,1 Very low,0.907380801,2151
05,Coahuila de Zaragoza,05025,Piedras Negras,176327,59.27275589,1 Very low,0.928128866,2347
05,Coahuila de Zaragoza,05026,Progreso,3239,56.46383023,2 Low,0.884144999,1789
05,Coahuila de Zaragoza,05027,Ramos Arizpe,122243,60.16500884,1 Very low,0.942100305,2430
05,Coahuila de Zaragoza,05028,Sabinas,64811,59.75115203,1 Very low,0.935619884,2391
05,Coahuila de Zaragoza,05029,Sacramento,2471,57.44330736,1 Very low,0.899482248,2031
05,Coahuila de Zaragoza,05030,Saltillo,879958,60.73750406,1 Very low,0.951064784,2455
05,Coahuila de Zaragoza,05031,San Buenaventura,24759,59.96137059,1 Very low,0.938911614,2415
05,Coahuila de Zaragoza,05032,San Juan de Sabinas,42260,59.75798866,1 Very low,0.935726936,2395
05,Coahuila de Zaragoza,05033,San Pedro,101041,57.05940654,1 Very low,0.893470895,1934
05,Coahuila de Zaragoza,05034,Sierra Mojada,6744,57.90453745,1 Very low,0.906704469,2143
05,Coahuila de Zaragoza,05035,Torreón,720848,60.28842072,1 Very low,0.944032764,2433
05,Coahuila de Zaragoza,05036,Viesca,20305,54.85882923,2 Low,0.859012917,1351
05,Coahuila de Zaragoza,05037,Villa Unión,6188,58.33770082,1 Very low,0.913487205,2215
05,Coahuila de Zaragoza,05038,Zaragoza,13135,57.76823328,1 Very low,0.904570136,2111
06,Colima,06001,Armería,27626,56.40592374,2 Low,0.883238264,1771
06,Colima,06002,Colima,157048,59.77117554,1 Very low,0.935933424,2397
06,Colima,06003,Comala,21661,57.1625072,1 Very low,0.895085308,1957
06,Colima,06004,Coquimatlán,20837,57.12519163,1 Very low,0.894500998,1952
06,Colima,06005,Cuauhtémoc,31267,58.17007844,1 Very low,0.910862472,2185
06,Colima,06006,Ixtlahuacán,5623,55.02897602,2 Low,0.861677179,1398
06,Colima,06007,Manzanillo,191031,59.754741,1 Very low,0.935676082,2392
06,Colima,06008,Minatitlán,10231,57.38053299,1 Very low,0.898499289,2012
06,Colima,06009,Tecomán,116305,57.19542163,1 Very low,0.895600702,1965
06,Colima,06010,Villa de Álvarez,149762,60.51209222,1 Very low,0.947535148,2447
07,Chiapas,07001,Acacoyagua,17994,53.29079047,3 Medium,0.834459613,952
07,Chiapas,07002,Acala,21187,53.30094969,3 Medium,0.834618692,957
07,Chiapas,07003,Acapetahua,26899,52.1499493,4 High,0.816595628,686
07,Chiapas,07004,Altamirano,36160,49.78406614,4 High,0.77954919,322
07,Chiapas,07005,Amatán,24512,48.75932508,4 High,0.763503171,208
07,Chiapas,07006,Amatenango de la Frontera,31735,52.22960123,4 High,0.817842866,706
07,Chiapas,07007,Amatenango del Valle,11283,45.9819462,5 Very high,0.720013283,80
07,Chiapas,07008,Ángel Albino Corzo,31947,51.54725808,4 High,0.807158322,561
07,Chiapas,07009,Arriaga,41135,54.57933519,3 Medium,0.85463643,1282
07,Chiapas,07010,Bejucal de Ocampo,7365,49.77566979,4 High,0.779417715,318
07,Chiapas,07011,Bella Vista,20157,51.50977904,4 High,0.806571452,556
07,Chiapas,07012,Berriozábal,64632,53.29881139,3 Medium,0.834585209,956
07,Chiapas,07013,Bochil,37263,52.02246674,4 High,0.814599428,650
07,Chiapas,07014,El Bosque,24273,50.09444703,4 High,0.784409323,359
07,Chiapas,07015,Cacahoatán,50112,54.57507319,3 Medium,0.854569693,1280
07,Chiapas,07016,Catazajá,17619,52.12988069,4 High,0.816281381,682
07,Chiapas,07017,Cintalapa,88106,53.77992517,3 Medium,0.842118781,1081
07,Chiapas,07018,Coapilla,9900,52.26514583,4 High,0.818399445,718
07,Chiapas,07019,Comitán de Domínguez,166178,54.96832559,2 Low,0.860727478,1377
07,Chiapas,07020,La Concordia,49920,50.34527378,4 High,0.788336921,388
07,Chiapas,07021,Copainalá,22192,53.17864713,3 Medium,0.832703604,924
07,Chiapas,07022,Chalchihuitán,21915,37.80694596,5 Very high,0.592004157,10
07,Chiapas,07023,Chamula,101967,46.32784658,5 Very high,0.725429602,87
07,Chiapas,07024,Chanal,13678,46.43788361,5 Very high,0.727152629,92
07,Chiapas,07025,Chapultenango,7472,51.50449247,4 High,0.806488672,553
07,Chiapas,07026,Chenalhó,47371,45.42930806,5 Very high,0.711359739,62
07,Chiapas,07027,Chiapa de Corzo,112075,55.03709267,2 Low,0.861804275,1402
07,Chiapas,07028,Chiapilla,6156,51.66518836,4 High,0.809004946,580
07,Chiapas,07029,Chicoasén,5402,53.41113384,3 Medium,0.836344022,985
07,Chiapas,07030,Chicomuselo,36785,50.6852195,4 High,0.793659998,428
07,Chiapas,07031,Chilón,137262,45.2557776,5 Very high,0.708642494,59
07,Chiapas,07032,Escuintla,30896,52.58200176,4 High,0.823360968,782
07,Chiapas,07033,Francisco León,7245,49.97405719,4 High,0.782524185,347
07,Chiapas,07034,Frontera Comalapa,80897,53.31064612,3 Medium,0.834770524,962
07,Chiapas,07035,Frontera Hidalgo,14556,52.33290332,4 High,0.819460433,729
07,Chiapas,07036,La Grandeza,7701,52.05993739,4 High,0.815186166,659
07,Chiapas,07037,Huehuetán,36333,52.5506286,4 High,0.822869708,777
07,Chiapas,07038,Huixtán,22975,48.53156085,5 Very high,0.7599367,187
07,Chiapas,07039,Huitiupán,27893,48.92101111,4 High,0.766034949,228
07,Chiapas,07040,Huixtla,53242,54.48848255,3 Medium,0.853213804,1247
07,Chiapas,07041,La Independencia,46409,52.2893584,4 High,0.81877858,721
07,Chiapas,07042,Ixhuatán,11377,52.94771101,3 Medium,0.829087466,866
07,Chiapas,07043,Ixtacomitán,10961,53.46596442,3 Medium,0.837202593,1002
07,Chiapas,07044,Ixtapa,28999,51.6527299,4 High,0.808809864,578
07,Chiapas,07045,Ixtapangajoya,6284,51.05704927,4 High,0.799482334,490
07,Chiapas,07046,Jiquipilas,41063,53.43212897,3 Medium,0.836672777,993
07,Chiapas,07047,Jitotol,24966,52.51911488,4 High,0.822376247,762
07,Chiapas,07048,Juárez,21807,53.71615258,3 Medium,0.841120191,1065
07,Chiapas,07049,Larráinzar,31259,50.50896467,4 High,0.790900092,400
07,Chiapas,07050,La Libertad,5232,52.69282059,3 Medium,0.825096237,802
07,Chiapas,07051,Mapastepec,46130,53.08376298,3 Medium,0.83121785,902
07,Chiapas,07052,Las Margaritas,141027,49.1299086,4 High,0.769305993,245
07,Chiapas,07053,Mazapa de Madero,7901,52.54624044,4 High,0.822800995,773
07,Chiapas,07054,Mazatán,28250,52.38102558,4 High,0.820213961,737
07,Chiapas,07055,Metapa,5876,53.71720613,3 Medium,0.841136688,1066
07,Chiapas,07056,Mitontic,13755,45.5708331,5 Very high,0.713575824,65
07,Chiapas,07057,Motozintla,76398,53.00439351,3 Medium,0.829975035,878
07,Chiapas,07058,Nicolás Ruíz,4765,51.48576306,4 High,0.806195396,551
07,Chiapas,07059,Ocosingo,234661,47.06425898,5 Very high,0.736960795,107
07,Chiapas,07060,Ocotepec,14088,48.79837965,4 High,0.764114711,215
07,Chiapas,07061,Ocozocoautla de Espinosa,97397,52.78962899,3 Medium,0.826612121,825
07,Chiapas,07062,Ostuacán,18469,51.64893568,4 High,0.808750452,575
07,Chiapas,07063,Osumacinta,3983,54.5640098,3 Medium,0.854396455,1276
07,Chiapas,07064,Oxchuc,54932,40.83405591,5 Very high,0.639404486,19
07,Chiapas,07065,Palenque,132265,52.67416693,3 Medium,0.824804146,798
07,Chiapas,07066,Pantelhó,26391,45.49355975,5 Very high,0.712365831,64
07,Chiapas,07067,Pantepec,12266,49.72452035,4 High,0.778616786,316
07,Chiapas,07068,Pichucalco,31919,53.86889796,3 Medium,0.843511971,1109
07,Chiapas,07069,Pijijiapan,51193,52.2159881,4 High,0.817629703,701
07,Chiapas,07070,El Porvenir,12263,52.98519641,3 Medium,0.829674435,872
07,Chiapas,07071,Villa Comaltitlán,30297,52.17122421,4 High,0.816928763,691
07,Chiapas,07072,Pueblo Nuevo Solistahuacán,29636,50.39483685,4 High,0.789113009,392
07,Chiapas,07073,Rayón,10866,51.47446842,4 High,0.806018537,548
07,Chiapas,07074,Reforma,44829,56.28364312,2 Low,0.88132352,1739
07,Chiapas,07075,Las Rosas,28829,50.0594557,4 High,0.783861407,357
07,Chiapas,07076,Sabanilla,29889,48.93613785,4 High,0.766271813,230
07,Chiapas,07077,S4 High de Agua,64251,48.09268292,5 Very high,0.753064483,156
07,Chiapas,07078,San Cristóbal de las Casas,215874,55.83290404,2 Low,0.874265573,1608
07,Chiapas,07079,San Fernando,41793,53.24670587,3 Medium,0.833769309,943
07,Chiapas,07080,Siltepec,25937,50.85047603,4 High,0.796247685,460
07,Chiapas,07081,Simojovel,52935,48.69870569,5 Very high,0.762553956,198
07,Chiapas,07082,Sitalá,15518,35.90172992,5 Very high,0.562171125,6
07,Chiapas,07083,Socoltenango,19092,51.83890022,4 High,0.811725032,617
07,Chiapas,07084,Solosuchiapa,8561,52.3585588,4 High,0.819862162,733
07,Chiapas,07085,Soyaló,10890,52.45750144,4 High,0.821411466,747
07,Chiapas,07086,Suchiapa,25627,54.18291433,3 Medium,0.848429031,1178
07,Chiapas,07087,Suchiate,41672,51.25733468,4 High,0.802618525,512
07,Chiapas,07088,Sunuapa,2308,51.74376436,4 High,0.810235337,602
07,Chiapas,07089,Tapachula,353706,55.51166404,2 Low,0.869235402,1525
07,Chiapas,07090,Tapalapa,4547,51.84934512,4 High,0.811888585,619
07,Chiapas,07091,Tapilula,13592,54.63055594,2 Low,0.855438475,1289
07,Chiapas,07092,Tecpatán,21426,50.64901432,4 High,0.793093075,424
07,Chiapas,07093,Tenejapa,48162,49.83035466,4 High,0.780274004,326
07,Chiapas,07094,Teopisca,49499,50.00479657,4 High,0.783005521,349
07,Chiapas,07096,Tila,83505,48.34047256,5 Very high,0.756944524,174
07,Chiapas,07097,Tonalá,91913,55.07244373,2 Low,0.862357823,1418
07,Chiapas,07098,Totolapa,7211,49.59230526,4 High,0.776546482,297
07,Chiapas,07099,La Trinitaria,83111,51.78292838,4 High,0.810848591,608
07,Chiapas,07100,Tumbalá,38025,47.47846723,5 Very high,0.74344672,127
07,Chiapas,07101,Tuxtla Gutiérrez,604147,58.34589694,1 Very low,0.913615545,2220
07,Chiapas,07102,Tuxtla Chico,41024,52.29504941,4 High,0.818867693,723
07,Chiapas,07103,Tuzantán,30302,52.55824582,4 High,0.822988983,779
07,Chiapas,07104,Tzimol,16560,52.92326017,3 Medium,0.8287046,857
07,Chiapas,07105,Unión Juárez,16008,53.80273928,3 Medium,0.842476018,1090
07,Chiapas,07106,Venustiano Carranza,67292,50.85366591,4 High,0.796297634,461
07,Chiapas,07107,Villa Corzo,65643,51.15583055,4 High,0.801029111,500
07,Chiapas,07108,Villaflores,109536,53.70934216,3 Medium,0.84101355,1062
07,Chiapas,07109,Yajalón,40285,49.18120778,4 High,0.770109267,254
07,Chiapas,07110,San Lucas,7526,50.3962001,4 High,0.789134356,393
07,Chiapas,07111,Zinacantán,45373,46.92222087,5 Very high,0.734736676,101
07,Chiapas,07112,San Juan Cancuc,37948,44.10935762,5 Very high,0.690691152,45
07,Chiapas,07113,Aldama,8480,49.43933307,4 High,0.77415115,278
07,Chiapas,07114,Benemérito de las Américas,23603,51.41933667,4 High,0.805155251,532
07,Chiapas,07115,Maravilla Tenejapa,14714,48.6718646,5 Very high,0.762133662,193
07,Chiapas,07116,Marqués de Comillas,12892,49.08722968,4 High,0.768637701,241
07,Chiapas,07117,Montecristo de Guerrero,8412,50.91375106,4 High,0.797238484,470
07,Chiapas,07118,San Andrés Duraznal,6047,49.31982172,4 High,0.772279769,263
07,Chiapas,07119,Santiago el Pinar,4959,47.99779209,5 Very high,0.751578624,152
07,Chiapas,07120,Capitán Luis Ángel Vidal,4315,50.03816385,4 High,0.783528007,353
07,Chiapas,07121,Rincón Chamula San Pedro,8718,49.86252417,4 High,0.780777734,331
07,Chiapas,07122,El Parral,15587,53.50050631,3 Medium,0.837743471,1013
07,Chiapas,07123,Emiliano Zapata,10783,53.2020824,3 Medium,0.833070568,933
07,Chiapas,07124,Mezcalapa,23847,51.29815255,4 High,0.803257676,520
07,Chiapas,07125,Honduras de la Sierra,11650,50.01519098,4 High,0.783168283,351
08,Chihuahua,08001,Ahumada,14635,57.87924607,1 Very low,0.906308441,2138
08,Chihuahua,08002,Aldama,26047,59.61894349,1 Very low,0.933549682,2377
08,Chihuahua,08003,Allende,8487,57.19997765,1 Very low,0.895672043,1966
08,Chihuahua,08004,Aquiles Serdán,24344,59.73829693,1 Very low,0.935418591,2389
08,Chihuahua,08005,Ascensión,26093,57.10388593,1 Very low,0.894167381,1946
08,Chihuahua,08006,Bachíniva,5807,56.48846276,2 Low,0.88453071,1798
08,Chihuahua,08007,Balleza,16440,37.00713299,5 Very high,0.579480199,9
08,Chihuahua,08008,Batopilas de Manuel Gómez Morín,11270,21.40663469,5 Very high,0.335198107,1
08,Chihuahua,08009,Bocoyna,23351,51.04639849,4 High,0.799315558,486
08,Chihuahua,08010,Buenaventura,25146,57.67343489,1 Very low,0.903085725,2085
08,Chihuahua,08011,Camargo,49499,59.17025783,1 Very low,0.926523889,2340
08,Chihuahua,08012,Carichí,8113,36.21185478,5 Very high,0.567027249,7
08,Chihuahua,08013,Casas Grandes,11815,57.34752301,1 Very low,0.897982398,2002
08,Chihuahua,08014,Coronado,2034,56.52183227,2 Low,0.88505323,1805
08,Chihuahua,08015,Coyame del Sotol,1230,55.91343087,2 Low,0.875526511,1631
08,Chihuahua,08016,La Cruz,3704,57.20477212,1 Very low,0.895747118,1967
08,Chihuahua,08017,Cuauhtémoc,180638,59.75507938,1 Very low,0.93568138,2393
08,Chihuahua,08018,Cusihuiriachi,5099,55.53990457,2 Low,0.869677609,1530
08,Chihuahua,08019,Chihuahua,937674,61.12413471,1 Very low,0.957118882,2463
08,Chihuahua,08020,Chínipas,6222,46.97590498,5 Very high,0.735577294,103
08,Chihuahua,08021,Delicias,150506,59.82393212,1 Very low,0.936759518,2401
08,Chihuahua,08022,Dr. Belisario Domínguez,2456,55.18769735,2 Low,0.864162534,1440
08,Chihuahua,08023,Galeana,6656,56.06902488,2 Low,0.877962897,1672
08,Chihuahua,08024,Santa Isabel,3791,57.73560444,1 Very low,0.904059213,2106
08,Chihuahua,08025,Gómez Farías,7023,57.05185931,1 Very low,0.893352716,1928
08,Chihuahua,08026,Gran Morelos,2448,56.18244955,2 Low,0.879738969,1710
08,Chihuahua,08027,Guachochi,50180,40.52231593,5 Very high,0.634523072,17
08,Chihuahua,08028,Guadalupe,4237,56.24436732,2 Low,0.880708516,1725
08,Chihuahua,08029,Guadalupe y Calvo,50514,39.34762946,5 Very high,0.616129116,13
08,Chihuahua,08030,Guazapares,8196,45.96321857,5 Very high,0.719720035,79
08,Chihuahua,08031,Guerrero,35473,55.96267341,2 Low,0.876297581,1646
08,Chihuahua,08032,Hidalgo del Parral,116662,59.78754385,1 Very low,0.936189729,2399
08,Chihuahua,08033,Huejotitán,824,56.12890519,2 Low,0.878900539,1694
08,Chihuahua,08034,Ignacio Zaragoza,5196,56.63766409,1 Very low,0.886866995,1841
08,Chihuahua,08035,Janos,11005,55.79009403,2 Low,0.873595228,1598
08,Chihuahua,08036,Jiménez,40859,58.84061421,1 Very low,0.921362129,2304
08,Chihuahua,08037,Juárez,1512450,59.06768373,1 Very low,0.924917721,2329
08,Chihuahua,08038,Julimes,4980,57.10094479,1 Very low,0.894121327,1945
08,Chihuahua,08039,López,4122,56.62853357,1 Very low,0.886724024,1837
08,Chihuahua,08040,Madera,25144,57.30873002,1 Very low,0.897374954,1992
08,Chihuahua,08041,Maguarichi,1302,43.886103,5 Very high,0.687195296,44
08,Chihuahua,08042,Manuel Benavides,1178,54.90204942,2 Low,0.859689685,1362
08,Chihuahua,08043,Matachí,2742,56.36931722,2 Low,0.882665057,1763
08,Chihuahua,08044,Matamoros,4314,56.53117101,2 Low,0.885199462,1810
08,Chihuahua,08045,Meoqui,44853,58.53004301,1 Very low,0.916499016,2247
08,Chihuahua,08046,Morelos,7266,39.55963115,5 Very high,0.619448768,14
08,Chihuahua,08047,Moris,4447,52.84731475,3 Medium,0.8275154,837
08,Chihuahua,08048,Namiquipa,22712,57.35831671,1 Very low,0.898151413,2009
08,Chihuahua,08049,Nonoava,2757,49.10951289,4 High,0.768986625,244
08,Chihuahua,08050,Nuevo Casas Grandes,65753,59.71359845,1 Very low,0.935031847,2384
08,Chihuahua,08051,Ocampo,8127,53.63729052,3 Medium,0.839885321,1040
08,Chihuahua,08052,Ojinaga,24534,58.59236868,1 Very low,0.917474949,2261
08,Chihuahua,08053,Praxedis G. Guerrero,5111,56.10290846,2 Low,0.878493467,1682
08,Chihuahua,08054,Riva Palacio,7695,57.39570155,1 Very low,0.898736807,2018
08,Chihuahua,08055,Rosales,16776,57.70022063,1 Very low,0.903505152,2097
08,Chihuahua,08056,Rosario,2079,55.07147216,2 Low,0.86234261,1417
08,Chihuahua,08057,San Francisco de Borja,2197,53.80654347,3 Medium,0.842535587,1091
08,Chihuahua,08058,San Francisco de Conchos,2696,57.52213716,1 Very low,0.900716613,2047
08,Chihuahua,08059,San Francisco del Oro,5004,57.97585831,1 Very low,0.907821255,2158
08,Chihuahua,08060,Santa Bárbara,11582,59.06954872,1 Very low,0.924946924,2330
08,Chihuahua,08061,Satevó,3414,56.32934899,2 Low,0.88203921,1758
08,Chihuahua,08062,Saucillo,29862,58.27016779,1 Very low,0.912429731,2202
08,Chihuahua,08063,Temósachic,5320,53.90902266,3 Medium,0.844140268,1117
08,Chihuahua,08064,El Tule,1448,55.01028366,2 Low,0.861384483,1391
08,Chihuahua,08065,Urique,17043,36.78516014,5 Very high,0.576004413,8
08,Chihuahua,08066,Uruachi,6512,41.63915201,5 Very high,0.65201117,22
08,Chihuahua,08067,Valle de Zaragoza,4775,56.0284819,2 Low,0.87732805,1665
09,Ciudad de México,09002,Azcapotzalco,432205,60.63795725,1 Very low,0.949506019,2452
09,Ciudad de México,09003,Coyoacán,614447,60.87695306,1 Very low,0.953248361,2460
09,Ciudad de México,09004,Cuajimalpa de Morelos,217686,60.44216172,1 Very low,0.946440134,2438
09,Ciudad de México,09005,Gustavo A. Madero,1173351,60.09212246,1 Very low,0.940959006,2423
09,Ciudad de México,09006,Iztacalco,404695,60.44224549,1 Very low,0.946441445,2439
09,Ciudad de México,09007,Iztapalapa,1835486,59.5445475,1 Very low,0.932384744,2369
09,Ciudad de México,09008,La Magdalena Contreras,247622,59.68334053,1 Very low,0.93455805,2381
09,Ciudad de México,09009,Milpa Alta,152685,57.28130276,1 Very low,0.896945481,1985
09,Ciudad de México,09010,Álvaro Obregón,759137,60.48705208,1 Very low,0.947143054,2445
09,Ciudad de México,09011,Tláhuac,392313,59.3251048,1 Very low,0.928948577,2354
09,Ciudad de México,09012,Tlalpan,699928,59.56830052,1 Very low,0.932756683,2371
09,Ciudad de México,09013,Xochimilco,442178,58.55717196,1 Very low,0.916923817,2253
09,Ciudad de México,09014,Benito Juárez,434153,62.39714549,1 Very low,0.977052459,2469
09,Ciudad de México,09015,Cuauhtémoc,545884,61.32853351,1 Very low,0.960319482,2466
09,Ciudad de México,09016,Miguel Hidalgo,414470,61.22145787,1 Very low,0.958642827,2464
09,Ciudad de México,09017,Venustiano Carranza,443704,60.38459636,1 Very low,0.94553874,2437
10,Durango,10001,Canatlán,31454,56.69604943,1 Very low,0.887781229,1851
10,Durango,10002,Canelas,4321,50.80214607,4 High,0.795490905,452
10,Durango,10003,Coneto de Comonfort,4084,55.39864233,2 Low,0.867465639,1495
10,Durango,10004,Cuencamé,34955,56.98166979,1 Very low,0.892253646,1917
10,Durango,10005,Durango,688697,59.59101458,1 Very low,0.933112354,2374
10,Durango,10006,General Simón Bolívar,10038,54.34186758,3 Medium,0.850918017,1214
10,Durango,10007,Gómez Palacio,372750,59.27303889,1 Very low,0.928133297,2348
10,Durango,10008,Guadalupe Victoria,36695,57.89515567,1 Very low,0.906557564,2142
10,Durango,10009,Guanaceví,9869,52.99641605,3 Medium,0.829850119,877
10,Durango,10010,Hidalgo,3843,56.67517938,1 Very low,0.887454433,1847
10,Durango,10011,Indé,4748,55.60616484,2 Low,0.870715153,1550
10,Durango,10012,Lerdo,163313,58.80387907,1 Very low,0.920786907,2299
10,Durango,10013,Mapimí,26932,56.74904945,1 Very low,0.888611135,1870
10,Durango,10014,Mezquital,48583,28.22299523,5 Very high,0.441932827,2
10,Durango,10015,Nazas,12894,55.87175512,2 Low,0.874873927,1623
10,Durango,10016,Nombre de Dios,19060,56.88568616,1 Very low,0.890750676,1891
10,Durango,10017,Ocampo,8003,55.56093138,2 Low,0.87000686,1542
10,Durango,10018,El Oro,10384,57.93697481,1 Very low,0.907212393,2146
10,Durango,10019,Otáez,4924,50.58580684,4 High,0.792103333,411
10,Durango,10020,Pánuco de Coronado,12656,57.34302249,1 Very low,0.897911926,2001
10,Durango,10021,Peñón Blanco,11118,56.7246618,1 Very low,0.888229259,1861
10,Durango,10022,Poanas,25623,57.35962455,1 Very low,0.898171892,2010
10,Durango,10023,Pueblo Nuevo,51269,51.55040644,4 High,0.807207621,563
10,Durango,10024,Rodeo,12818,56.91469393,1 Very low,0.891204897,1897
10,Durango,10025,San Bernardo,2837,55.03380684,2 Low,0.861752823,1400
10,Durango,10026,San Dimas,17333,54.9460377,2 Low,0.860378481,1370
10,Durango,10027,San Juan de Guadalupe,5251,52.20754364,4 High,0.817497475,698
10,Durango,10028,San Juan del Río,12013,56.5545757,1 Very low,0.885565947,1818
10,Durango,10029,San Luis del Cordero,2103,55.82562874,2 Low,0.874151652,1606
10,Durango,10030,San Pedro del Gallo,1633,55.73128592,2 Low,0.872674375,1586
10,Durango,10031,Santa Clara,6727,55.78559292,2 Low,0.873524747,1596
10,Durango,10032,Santiago Papasquiaro,49207,56.40024603,2 Low,0.883149359,1768
10,Durango,10033,Súchil,6917,53.5585707,3 Medium,0.838652678,1027
10,Durango,10034,Tamazula,26300,47.09057745,5 Very high,0.737372906,108
10,Durango,10035,Tepehuanes,11378,54.19442746,3 Medium,0.84860931,1182
10,Durango,10036,Tlahualilo,21143,57.0767292,1 Very low,0.893742144,1936
10,Durango,10037,Topia,9320,51.82232544,4 High,0.811465494,613
10,Durango,10038,Vicente Guerrero,23476,58.46988355,1 Very low,0.915557002,2238
10,Durango,10039,Nuevo Ideal,27981,57.36148354,1 Very low,0.898201001,2011
11,Guanajuato,11001,Abasolo,92040,55.54026069,2 Low,0.869683186,1531
11,Guanajuato,11002,Acámbaro,108697,56.96122176,1 Very low,0.891933458,1910
